old_ministry,new_ministry,reason,news_item_id,title,old_path,new_path
출처,미분류,fallback-unclassified,156369312,"2019년(12월, 연간) 수출입 동향 및 2020년 수출입 전망",data/2020/2020-01/2020-01-01/004_출처_2019년_12월_연간_수출입_동향_및_2020년_수출입_전망.md,data/2020/2020-01/2020-01-01/004_미분류_2019년_12월_연간_수출입_동향_및_2020년_수출입_전망.md
산업부,산업통상자원부,alias,156369331,(설명자료)19년 산업부가 인가한 신규 ESS 공사계획은 총 818.4MWh이며 배터리 출하량은 1.7GWh 수준임(머니투데이 1.1일자 보도에 대한 설명),data/2020/2020-01/2020-01-01/019_산업부_설명자료_19년_산업부가_인가한_신규_ESS_공사계획은_총_818_4MWh이며_배터리_출하량은_1_7GWh_수준임_머니투데이_1_1일자_보도에_.md,data/2020/2020-01/2020-01-01/019_산업통상자원부_설명자료_19년_산업부가_인가한_신규_ESS_공사계획은_총_818_4MWh이며_배터리_출하량은_1_7GWh_수준임_머니투데이_1_1일자_보도에_.md
산업부,산업통상자원부,alias,156369370,"성윤모 산업부 장관, 새해 첫 행보는 수출현장",data/2020/2020-01/2020-01-02/020_산업부_성윤모_산업부_장관_새해_첫_행보는_수출현장.md,data/2020/2020-01/2020-01-02/020_산업통상자원부_성윤모_산업부_장관_새해_첫_행보는_수출현장.md
현실,산업통상자원부,inferred,156369372,사업대가 현실화를 위한 엔지니어링 표준품셈 마련,data/2020/2020-01/2020-01-02/022_현실_사업대가_현실화를_위한_엔지니어링_표준품셈_마련.md,data/2020/2020-01/2020-01-02/022_산업통상자원부_사업대가_현실화를_위한_엔지니어링_표준품셈_마련.md
공공부,환경부,inferred,156369522,"(참고)1월 3일, 수도권 미세먼지 예비저감조치 시행",data/2020/2020-01/2020-01-02/074_공공부_참고_1월_3일_수도권_미세먼지_예비저감조치_시행.md,data/2020/2020-01/2020-01-02/074_환경부_참고_1월_3일_수도권_미세먼지_예비저감조치_시행.md
억원,국가기술표준원,inferred,156369606,첨단소재 원천이 되는 표준물질 개발에 120억원 투입,data/2020/2020-01/2020-01-03/020_억원_첨단소재_원천이_되는_표준물질_개발에_120억원_투입.md,data/2020/2020-01/2020-01-03/020_국가기술표준원_첨단소재_원천이_되는_표준물질_개발에_120억원_투입.md
산업부,산업통상자원부,alias,156369640,"(참고자료) 산업부, 천연가스 발전용 개별요금제 승인",data/2020/2020-01/2020-01-03/026_산업부_참고자료_산업부_천연가스_발전용_개별요금제_승인.md,data/2020/2020-01/2020-01-03/026_산업통상자원부_참고자료_산업부_천연가스_발전용_개별요금제_승인.md
일부,산업통상자원부,inferred,156369714,(설명자료) 신·재생에너지 보급 확대로 국내 신·재생에너지 산업 전체의 고용과 내수는 확대되었음 등(한국경제 1.4일자 보도에 대한 설명),data/2020/2020-01/2020-01-05/016_일부_설명자료_신_재생에너지_보급_확대로_국내_신_재생에너지_산업_전체의_고용과_내수는_확대되었음_등_한국경제_1_4일자_보도에_대한_설명.md,data/2020/2020-01/2020-01-05/016_산업통상자원부_설명자료_신_재생에너지_보급_확대로_국내_신_재생에너지_산업_전체의_고용과_내수는_확대되었음_등_한국경제_1_4일자_보도에_대한_설명.md
산업부,산업통상자원부,alias,156369800,"산업부, 제4기 신임 ‘산업통상자원 R&D 전략기획단장’에 나경환 단국대 산학부총장 선임",data/2020/2020-01/2020-01-06/019_산업부_산업부_제4기_신임_산업통상자원_R_D_전략기획단장_에_나경환_단국대_산학부총장_선임.md,data/2020/2020-01/2020-01-06/019_산업통상자원부_산업부_제4기_신임_산업통상자원_R_D_전략기획단장_에_나경환_단국대_산학부총장_선임.md
지원,여성가족부,inferred,156369825,학교 밖 청소년의 내일을 지원합니다,data/2020/2020-01/2020-01-06/029_지원_학교_밖_청소년의_내일을_지원합니다.md,data/2020/2020-01/2020-01-06/029_여성가족부_학교_밖_청소년의_내일을_지원합니다.md
산업부,산업통상자원부,alias,156369830,"산업부 장관, CES 방문을 통해 미래산업을 진단‧점검하고, 美 혁신기업 투자유치활동 전개",data/2020/2020-01/2020-01-06/032_산업부_산업부_장관_CES_방문을_통해_미래산업을_진단_점검하고_혁신기업_투자유치활동_전개.md,data/2020/2020-01/2020-01-06/032_산업통상자원부_산업부_장관_CES_방문을_통해_미래산업을_진단_점검하고_혁신기업_투자유치활동_전개.md
소재·부,산업통상자원부,inferred,156369831,2019년 외국인직접투자 동향,data/2020/2020-01/2020-01-06/034_소재_부_2019년_외국인직접투자_동향.md,data/2020/2020-01/2020-01-06/034_산업통상자원부_2019년_외국인직접투자_동향.md
정부,중앙사고수습본부,inferred,156369890,"(공동-설명)정부는 야생멧돼지 폐사체 수색과 포획, 울타리 설치 등을 신속히 추진하고, 방역에 대한 근본적 개선 대책을 마련하여 가축전염병 발생을 최소화해 나가겠음(한겨레 1.6 일자 기사에 대한 설명)",data/2020/2020-01/2020-01-06/055_정부_공동_설명_정부는_야생멧돼지_폐사체_수색과_포획_울타리_설치_등을_신속히_추진하고_방역에_대한_근본적_개선_대책을_마련하여_가축전염병_발생을_최.md,data/2020/2020-01/2020-01-06/055_중앙사고수습본부_공동_설명_정부는_야생멧돼지_폐사체_수색과_포획_울타리_설치_등을_신속히_추진하고_방역에_대한_근본적_개선_대책을_마련하여_가축전염병_발생을_최.md
소재·부,산업통상자원부,inferred,156369947,"(설명자료)‘19년 외국인직접투자는 장기적으로 상승추세이며, 주52시간 근로제와 법인세율 인상 등은 투자의 결정적 요인이 아님 (서울경제, 한국경제 1.7일자 보도에 대한 설명)",data/2020/2020-01/2020-01-07/023_소재_부_설명자료_19년_외국인직접투자는_장기적으로_상승추세이며_주52시간_근로제와_법인세율_인상_등은_투자의_결정적_요인이_아님_서울경제_한국경제_1_.md,data/2020/2020-01/2020-01-07/023_산업통상자원부_설명자료_19년_외국인직접투자는_장기적으로_상승추세이며_주52시간_근로제와_법인세율_인상_등은_투자의_결정적_요인이_아님_서울경제_한국경제_1_.md
소재·부,미분류,fallback-unclassified,156369948,"(설명자료)‘19년 외국인직접투자는 장기적으로 상승추세이며, 주52시간 근로제와 법인세율 인상 등은 투자의 결정적 요인이 아님 (서울경제, 한국경제 1.7일자 보도에 대한 설명)",data/2020/2020-01/2020-01-07/024_소재_부_설명자료_19년_외국인직접투자는_장기적으로_상승추세이며_주52시간_근로제와_법인세율_인상_등은_투자의_결정적_요인이_아님_서울경제_한국경제_1_.md,data/2020/2020-01/2020-01-07/024_미분류_설명자료_19년_외국인직접투자는_장기적으로_상승추세이며_주52시간_근로제와_법인세율_인상_등은_투자의_결정적_요인이_아님_서울경제_한국경제_1_.md
일부,산업통상자원부,inferred,156369970,신재생에너지 공급의무화제도(RPS) 고시 일부 개정,data/2020/2020-01/2020-01-07/030_일부_신재생에너지_공급의무화제도_RPS_고시_일부_개정.md,data/2020/2020-01/2020-01-07/030_산업통상자원부_신재생에너지_공급의무화제도_RPS_고시_일부_개정.md
출처,미분류,fallback-unclassified,156369971,RCEP 연내 서명을 위한 아세안과의 협력 강화,data/2020/2020-01/2020-01-07/031_출처_RCEP_연내_서명을_위한_아세안과의_협력_강화.md,data/2020/2020-01/2020-01-07/031_미분류_RCEP_연내_서명을_위한_아세안과의_협력_강화.md
공청,국가기술표준원,inferred,156370002,"(참고자료)국가기술표준원, 국가 R&D-표준 연계방안 모색 공청회 개최 주관",data/2020/2020-01/2020-01-07/043_공청_참고자료_국가기술표준원_국가_R_D_표준_연계방안_모색_공청회_개최_주관.md,data/2020/2020-01/2020-01-07/043_국가기술표준원_참고자료_국가기술표준원_국가_R_D_표준_연계방안_모색_공청회_개최_주관.md
위원,과학기술정보통신부,inferred,156370101,2020년 제2차 위원회 결과,data/2020/2020-01/2020-01-08/024_위원_2020년_제2차_위원회_결과.md,data/2020/2020-01/2020-01-08/024_과학기술정보통신부_2020년_제2차_위원회_결과.md
산업부,산업통상자원부,alias,156370192,"(참고자료)성윤모 산업부 장관, 美CES에서 우리기업 혁신성과 체감",data/2020/2020-01/2020-01-08/048_산업부_참고자료_성윤모_산업부_장관_CES에서_우리기업_혁신성과_체감.md,data/2020/2020-01/2020-01-08/048_산업통상자원부_참고자료_성윤모_산업부_장관_CES에서_우리기업_혁신성과_체감.md
산업부,산업통상자원부,alias,156370202,"(참고자료)산업부 차관, 이란의 이라크 미군기지 공격 관련",data/2020/2020-01/2020-01-08/057_산업부_참고자료_산업부_차관_이란의_이라크_미군기지_공격_관련.md,data/2020/2020-01/2020-01-08/057_산업통상자원부_참고자료_산업부_차관_이란의_이라크_미군기지_공격_관련.md
농식품부,농림축산식품부,alias,156370236,(공동-참고)화천군 및 연천군 민통선 내 야생멧돼지 폐사체에서 아프리카돼지열병 바이러스 검출,data/2020/2020-01/2020-01-08/073_농식품부_공동_참고_화천군_및_연천군_민통선_내_야생멧돼지_폐사체에서_아프리카돼지열병_바이러스_검출.md,data/2020/2020-01/2020-01-08/073_농림축산식품부_공동_참고_화천군_및_연천군_민통선_내_야생멧돼지_폐사체에서_아프리카돼지열병_바이러스_검출.md
산업부,산업통상자원부,alias,156370301,듀폰社의 EUV용 포토레지스트 한국투자 유치,data/2020/2020-01/2020-01-09/020_산업부_듀폰_의_EUV용_포토레지스트_한국투자_유치.md,data/2020/2020-01/2020-01-09/020_산업통상자원부_듀폰_의_EUV용_포토레지스트_한국투자_유치.md
여부,산업통상자원부,inferred,156370377,"(설명자료)사용후핵연료 관리문제는 에너지전환 여부와 관계없는 국가적 과제로, 정부는 합리적 관리정책 마련을 위해 최선의 노력을 다하고 있음(디지털타임즈 1.9일자 보도에 대한 설명)",data/2020/2020-01/2020-01-09/043_여부_설명자료_사용후핵연료_관리문제는_에너지전환_여부와_관계없는_국가적_과제로_정부는_합리적_관리정책_마련을_위해_최선의_노력을_다하고_있음_디지털타.md,data/2020/2020-01/2020-01-09/043_산업통상자원부_설명자료_사용후핵연료_관리문제는_에너지전환_여부와_관계없는_국가적_과제로_정부는_합리적_관리정책_마련을_위해_최선의_노력을_다하고_있음_디지털타.md
요청,여성가족부,inferred,156370489,"불법촬영물 삭제, 가족도 요청 가능해진다",data/2020/2020-01/2020-01-10/036_요청_불법촬영물_삭제_가족도_요청_가능해진다.md,data/2020/2020-01/2020-01-10/036_여성가족부_불법촬영물_삭제_가족도_요청_가능해진다.md
지원,미분류,fallback-unclassified,156370547,(참고자료)발전소주변지역 지원에 관한 법률 개정,data/2020/2020-01/2020-01-10/051_지원_참고자료_발전소주변지역_지원에_관한_법률_개정.md,data/2020/2020-01/2020-01-10/051_미분류_참고자료_발전소주변지역_지원에_관한_법률_개정.md
일부,환경부,inferred,156370650,폐기물 늘리는 과대포장 안돼요…설 연휴 앞서 집중점검,data/2020/2020-01/2020-01-12/008_일부_폐기물_늘리는_과대포장_안돼요_설_연휴_앞서_집중점검.md,data/2020/2020-01/2020-01-12/008_환경부_폐기물_늘리는_과대포장_안돼요_설_연휴_앞서_집중점검.md
지원,환경부,inferred,156370669,"환경기업에 2,723억 원 융자 지원, 규모성장 주도",data/2020/2020-01/2020-01-13/006_지원_환경기업에_2_723억_원_융자_지원_규모성장_주도.md,data/2020/2020-01/2020-01-13/006_환경부_환경기업에_2_723억_원_융자_지원_규모성장_주도.md
일부,산업통상자원부,inferred,156370724,겨울철“문 열고 난방영업”단속한다,data/2020/2020-01/2020-01-13/035_일부_겨울철_문_열고_난방영업_단속한다.md,data/2020/2020-01/2020-01-13/035_산업통상자원부_겨울철_문_열고_난방영업_단속한다.md
일부,중앙사고수습본부,inferred,156371043,(공동-설명)환경에 미치는 영향을 감안하여항공방제를 실시하였음[한겨례 1.14일자 보도에 대한 설명],data/2020/2020-01/2020-01-13/087_일부_공동_설명_환경에_미치는_영향을_감안하여항공방제를_실시하였음_한겨례_1_14일자_보도에_대한_설명.md,data/2020/2020-01/2020-01-13/087_중앙사고수습본부_공동_설명_환경에_미치는_영향을_감안하여항공방제를_실시하였음_한겨례_1_14일자_보도에_대한_설명.md
산업부,산업통상자원부,alias,156370916,"(설명자료)산업부는 월성1호기 조기폐쇄를 위해 압력을 행사한 사실이 없으며, 산업부·회계법인·한수원간 회의는 회계법인이 요청한 것으로 경제성평가 보고서의 신뢰성을 확보하기 위한 관련기관 의견청취 목적으로 개최된 것임(조선일보, 1.14일자 보도에 대한 설명)",data/2020/2020-01/2020-01-14/013_산업부_설명자료_산업부는_월성1호기_조기폐쇄를_위해_압력을_행사한_사실이_없으며_산업부_회계법인_한수원간_회의는_회계법인이_요청한_것으로_경제성평가_보.md,data/2020/2020-01/2020-01-14/013_산업통상자원부_설명자료_산업부는_월성1호기_조기폐쇄를_위해_압력을_행사한_사실이_없으며_산업부_회계법인_한수원간_회의는_회계법인이_요청한_것으로_경제성평가_보.md
지원,환경부,inferred,156370952,중소환경기업 기술사업화 종합 지원… 총 115억 원 규모,data/2020/2020-01/2020-01-14/035_지원_중소환경기업_기술사업화_종합_지원_총_115억_원_규모.md,data/2020/2020-01/2020-01-14/035_환경부_중소환경기업_기술사업화_종합_지원_총_115억_원_규모.md
정부,산업통상자원부,inferred,156370962,(설명자료) 국내산 태양광 모듈의 '19년 점유율은 전년대비 6.2%p 상승한 78.7%로 국내시장을 주도중(매일경제 1.14일자 보도에 대한 설명),data/2020/2020-01/2020-01-14/038_정부_설명자료_국내산_태양광_모듈의_19년_점유율은_전년대비_6_2_p_상승한_78_7_로_국내시장을_주도중_매일경제_1_14일자_보도에_대한_설명.md,data/2020/2020-01/2020-01-14/038_산업통상자원부_설명자료_국내산_태양광_모듈의_19년_점유율은_전년대비_6_2_p_상승한_78_7_로_국내시장을_주도중_매일경제_1_14일자_보도에_대한_설명.md
산업부,산업통상자원부,alias,156370995,"(참고자료)산업부, 'AI·빅데이터 산업지능화 포럼' 발족",data/2020/2020-01/2020-01-14/045_산업부_참고자료_산업부_AI_빅데이터_산업지능화_포럼_발족.md,data/2020/2020-01/2020-01-14/045_산업통상자원부_참고자료_산업부_AI_빅데이터_산업지능화_포럼_발족.md
사실,산업통상자원부,inferred,156371094,(설명자료)9차 전력수급계획에는 재생에너지 계통접속에 관한 신규 설비 구축 계획을 포함시킬 예정(전자신문 1.15일자 보도에 대한 설명),data/2020/2020-01/2020-01-15/030_사실_설명자료_9차_전력수급계획에는_재생에너지_계통접속에_관한_신규_설비_구축_계획을_포함시킬_예정_전자신문_1_15일자_보도에_대한_설명.md,data/2020/2020-01/2020-01-15/030_산업통상자원부_설명자료_9차_전력수급계획에는_재생에너지_계통접속에_관한_신규_설비_구축_계획을_포함시킬_예정_전자신문_1_15일자_보도에_대한_설명.md
국립공원,환경부,inferred,156371128,해양생태계 보전 위해 국립공원 특별보호구역 확대,data/2020/2020-01/2020-01-15/050_국립공원_해양생태계_보전_위해_국립공원_특별보호구역_확대.md,data/2020/2020-01/2020-01-15/050_환경부_해양생태계_보전_위해_국립공원_특별보호구역_확대.md
산업부,산업통상자원부,alias,156371218,"산업부, 중견기업인과 함께 4차 산업혁명 대응 나서",data/2020/2020-01/2020-01-15/060_산업부_산업부_중견기업인과_함께_4차_산업혁명_대응_나서.md,data/2020/2020-01/2020-01-15/060_산업통상자원부_산업부_중견기업인과_함께_4차_산업혁명_대응_나서.md
국표원,국가기술표준원,alias,156371221,"국표원, 불법․불량제품 시중 유통 차단에 적극 나서",data/2020/2020-01/2020-01-15/064_국표원_국표원_불법_불량제품_시중_유통_차단에_적극_나서.md,data/2020/2020-01/2020-01-15/064_국가기술표준원_국표원_불법_불량제품_시중_유통_차단에_적극_나서.md
산업부,산업통상자원부,alias,156371235,"(설명자료)지난 보도설명자료(‘20.1.14)에서 밝힌 것처럼 산업부는 월성1호기 조기폐쇄를 위해 압력을 행사한 사실이 없음(서울신문, 1.15일자 보도에 대한 설명)",data/2020/2020-01/2020-01-15/078_산업부_설명자료_지난_보도설명자료_20_1_14_에서_밝힌_것처럼_산업부는_월성1호기_조기폐쇄를_위해_압력을_행사한_사실이_없음_서울신문_1_15일자_.md,data/2020/2020-01/2020-01-15/078_산업통상자원부_설명자료_지난_보도설명자료_20_1_14_에서_밝힌_것처럼_산업부는_월성1호기_조기폐쇄를_위해_압력을_행사한_사실이_없음_서울신문_1_15일자_.md
지원,여성가족부,inferred,156371329,디지털 성범죄 미성년 피해자 지원 절차 개선 추진한다,data/2020/2020-01/2020-01-16/026_지원_디지털_성범죄_미성년_피해자_지원_절차_개선_추진한다.md,data/2020/2020-01/2020-01-16/026_여성가족부_디지털_성범죄_미성년_피해자_지원_절차_개선_추진한다.md
고부,미분류,fallback-unclassified,156371344,"2019년 12월 자동차산업 월간 동향(잠정, 연간동향 포함)",data/2020/2020-01/2020-01-16/032_고부_2019년_12월_자동차산업_월간_동향_잠정_연간동향_포함.md,data/2020/2020-01/2020-01-16/032_미분류_2019년_12월_자동차산업_월간_동향_잠정_연간동향_포함.md
지원,산업통상자원부,inferred,156371377,(공동-참고) 수소경제 바로 알자!,data/2020/2020-01/2020-01-16/036_지원_공동_참고_수소경제_바로_알자.md,data/2020/2020-01/2020-01-16/036_산업통상자원부_공동_참고_수소경제_바로_알자.md
정부,산업통상자원부,inferred,156371373,"(공동-보도)미세먼지 계절관리제, 지난해 12월 한 달간 이렇게 추진했습니다",data/2020/2020-01/2020-01-16/044_정부_공동_보도_미세먼지_계절관리제_지난해_12월_한_달간_이렇게_추진했습니다.md,data/2020/2020-01/2020-01-16/044_산업통상자원부_공동_보도_미세먼지_계절관리제_지난해_12월_한_달간_이렇게_추진했습니다.md
정부,환경부,inferred,156371638,(설명)미세먼지 계절관리제 추진결과 공개는 국민에게 드린 약속을 지키기 위함입니다.[아주경제 2020.1.16.일자 인터넷 보도에 대한 설명],data/2020/2020-01/2020-01-17/045_정부_설명_미세먼지_계절관리제_추진결과_공개는_국민에게_드린_약속을_지키기_위함입니다_아주경제_2020_1_16_일자_인터넷_보도에_대한_설명.md,data/2020/2020-01/2020-01-17/045_환경부_설명_미세먼지_계절관리제_추진결과_공개는_국민에게_드린_약속을_지키기_위함입니다_아주경제_2020_1_16_일자_인터넷_보도에_대한_설명.md
일부,중앙사고수습본부,inferred,156371652,(공동-설명)환경 등에 미치는 영향 평가를 거친 가축방역용 소독제를 사용하였음[한겨례 1.17일자 보도에 대한 설명],data/2020/2020-01/2020-01-17/053_일부_공동_설명_환경_등에_미치는_영향_평가를_거친_가축방역용_소독제를_사용하였음_한겨례_1_17일자_보도에_대한_설명.md,data/2020/2020-01/2020-01-17/053_중앙사고수습본부_공동_설명_환경_등에_미치는_영향_평가를_거친_가축방역용_소독제를_사용하였음_한겨례_1_17일자_보도에_대한_설명.md
일부,미분류,fallback-unclassified,156371812,"2019년 정보통신기술 수출 1,769억불, 수입 1,084억불",data/2020/2020-01/2020-01-20/047_일부_2019년_정보통신기술_수출_1_769억불_수입_1_084억불.md,data/2020/2020-01/2020-01-20/047_미분류_2019년_정보통신기술_수출_1_769억불_수입_1_084억불.md
산업부,산업통상자원부,alias,156371813,"산업부, 2020년 에너지 기술개발에 9,163억 원 투자",data/2020/2020-01/2020-01-20/048_산업부_산업부_2020년_에너지_기술개발에_9_163억_원_투자.md,data/2020/2020-01/2020-01-20/048_산업통상자원부_산업부_2020년_에너지_기술개발에_9_163억_원_투자.md
출처,미분류,fallback-unclassified,156371814,한·캐나다 FTA 발효('15.1.1) 5주년 교역 동향,data/2020/2020-01/2020-01-20/049_출처_한_캐나다_FTA_발효_15_1_1_5주년_교역_동향.md,data/2020/2020-01/2020-01-20/049_미분류_한_캐나다_FTA_발효_15_1_1_5주년_교역_동향.md
지원,방송통신위원회,inferred,156371800,"방통위,「혁신형 중소기업 방송광고 활성화 지원」사업 실시",data/2020/2020-01/2020-01-20/050_지원_방통위_혁신형_중소기업_방송광고_활성화_지원_사업_실시.md,data/2020/2020-01/2020-01-20/050_방송통신위원회_방통위_혁신형_중소기업_방송광고_활성화_지원_사업_실시.md
정부,여성가족부,inferred,156371841,"양성평등한 환경 조성하는 지자체, 전국 92개로 확대",data/2020/2020-01/2020-01-20/063_정부_양성평등한_환경_조성하는_지자체_전국_92개로_확대.md,data/2020/2020-01/2020-01-20/063_여성가족부_양성평등한_환경_조성하는_지자체_전국_92개로_확대.md
지원,여성가족부,inferred,156371852,다양한 가족 지원에 헌신한 유공자 추천받아요!,data/2020/2020-01/2020-01-20/064_지원_다양한_가족_지원에_헌신한_유공자_추천받아요.md,data/2020/2020-01/2020-01-20/064_여성가족부_다양한_가족_지원에_헌신한_유공자_추천받아요.md
여가부,여성가족부,alias,156371877,"여가부, 청소년이 주인 되어 참여하는 프로그램 실시",data/2020/2020-01/2020-01-20/065_여가부_여가부_청소년이_주인_되어_참여하는_프로그램_실시.md,data/2020/2020-01/2020-01-20/065_여성가족부_여가부_청소년이_주인_되어_참여하는_프로그램_실시.md
산업부,산업통상자원부,alias,156371853,"(설명자료)산업부는 월성#1 조기폐쇄를 위해 압력을 행사하거나, 관련 사항에 대해 합의한 사실이 없음(조선일보, 1.20일자 보도에 대한 설명)",data/2020/2020-01/2020-01-20/068_산업부_설명자료_산업부는_월성_1_조기폐쇄를_위해_압력을_행사하거나_관련_사항에_대해_합의한_사실이_없음_조선일보_1_20일자_보도에_대한_설명.md,data/2020/2020-01/2020-01-20/068_산업통상자원부_설명자료_산업부는_월성_1_조기폐쇄를_위해_압력을_행사하거나_관련_사항에_대해_합의한_사실이_없음_조선일보_1_20일자_보도에_대한_설명.md
정부,산업통상자원부,inferred,156371854,"(설명자료)원전 전주기 수출전략은 차질 없이 진행중 (서울경제, 1.20일자 보도에 대한 설명)",data/2020/2020-01/2020-01-20/070_정부_설명자료_원전_전주기_수출전략은_차질_없이_진행중_서울경제_1_20일자_보도에_대한_설명.md,data/2020/2020-01/2020-01-20/070_산업통상자원부_설명자료_원전_전주기_수출전략은_차질_없이_진행중_서울경제_1_20일자_보도에_대한_설명.md
위원,과학기술정보통신부,inferred,156371888,2020년 제3차 위원회 결과,data/2020/2020-01/2020-01-20/091_위원_2020년_제3차_위원회_결과.md,data/2020/2020-01/2020-01-20/091_과학기술정보통신부_2020년_제3차_위원회_결과.md
정부,산업통상자원부,inferred,156372158,"(설명자료)정부가 바이오중유를 선박용으로 사용할 수 없도록 규제하고 있다는 보도는 사실이 아님(조선일보, 1.21일자 보도에 대한 설명)",data/2020/2020-01/2020-01-21/078_정부_설명자료_정부가_바이오중유를_선박용으로_사용할_수_없도록_규제하고_있다는_보도는_사실이_아님_조선일보_1_21일자_보도에_대한_설명.md,data/2020/2020-01/2020-01-21/078_산업통상자원부_설명자료_정부가_바이오중유를_선박용으로_사용할_수_없도록_규제하고_있다는_보도는_사실이_아님_조선일보_1_21일자_보도에_대한_설명.md
산업부,산업통상자원부,alias,156372172,"(설명자료)산업부와 산업단지공단의 산단환경개선펀드 사업관리와 관련된 기사내용에 대한 추진상황을 설명드림(한국경제, 1.21일자 보도에 대한 설명)",data/2020/2020-01/2020-01-21/086_산업부_설명자료_산업부와_산업단지공단의_산단환경개선펀드_사업관리와_관련된_기사내용에_대한_추진상황을_설명드림_한국경제_1_21일자_보도에_대한_설명.md,data/2020/2020-01/2020-01-21/086_산업통상자원부_설명자료_산업부와_산업단지공단의_산단환경개선펀드_사업관리와_관련된_기사내용에_대한_추진상황을_설명드림_한국경제_1_21일자_보도에_대한_설명.md
강원,환경부,inferred,156372195,(공동-참고)강원도 화천군 야생멧돼지 폐사체 2개체에서 아프리카돼지열병 바이러스 검출,data/2020/2020-01/2020-01-21/094_강원_공동_참고_강원도_화천군_야생멧돼지_폐사체_2개체에서_아프리카돼지열병_바이러스_검출.md,data/2020/2020-01/2020-01-21/094_환경부_공동_참고_강원도_화천군_야생멧돼지_폐사체_2개체에서_아프리카돼지열병_바이러스_검출.md
정부,산업통상자원부,inferred,156372279,"(설명자료)정부는 재검토위원회의 독립성·자율성을 최대한 보장하고 있으며, 관리방안이 적기에 마련될 수 있도록 최선을 다할 것입니다(조선일보, 1.22일자 보도에 대한 설명)",data/2020/2020-01/2020-01-22/028_정부_설명자료_정부는_재검토위원회의_독립성_자율성을_최대한_보장하고_있으며_관리방안이_적기에_마련될_수_있도록_최선을_다할_것입니다_조선일보_1_22.md,data/2020/2020-01/2020-01-22/028_산업통상자원부_설명자료_정부는_재검토위원회의_독립성_자율성을_최대한_보장하고_있으며_관리방안이_적기에_마련될_수_있도록_최선을_다할_것입니다_조선일보_1_22.md
소재·부,산업통상자원부,inferred,156372314,「소재·부품·장비산업 특별조치법」 4월1일 시행된다.,data/2020/2020-01/2020-01-22/042_소재_부_소재_부품_장비산업_특별조치법_4월1일_시행된다.md,data/2020/2020-01/2020-01-22/042_산업통상자원부_소재_부품_장비산업_특별조치법_4월1일_시행된다.md
국립생물자원,환경부,inferred,156372381,전국 주요습지 200곳에 겨울철새 162만 9천여 마리 서식,data/2020/2020-01/2020-01-22/050_국립생물자원_전국_주요습지_200곳에_겨울철새_162만_9천여_마리_서식.md,data/2020/2020-01/2020-01-22/050_환경부_전국_주요습지_200곳에_겨울철새_162만_9천여_마리_서식.md
일부,국립생태원,inferred,156372379,"홍도에만 사는 멸종위기종 참달팽이, 신규 서식지 발견",data/2020/2020-01/2020-01-22/051_일부_홍도에만_사는_멸종위기종_참달팽이_신규_서식지_발견.md,data/2020/2020-01/2020-01-22/051_국립생태원_홍도에만_사는_멸종위기종_참달팽이_신규_서식지_발견.md
소부,산업통상자원부,inferred,156372416,소부장 정책은 흔들림 없이 지속적으로 강력 추진,data/2020/2020-01/2020-01-22/073_소부_소부장_정책은_흔들림_없이_지속적으로_강력_추진.md,data/2020/2020-01/2020-01-22/073_산업통상자원부_소부장_정책은_흔들림_없이_지속적으로_강력_추진.md
위원,기획재정부,inferred,156372387,2020년 제4차 위원회 결과,data/2020/2020-01/2020-01-22/081_위원_2020년_제4차_위원회_결과.md,data/2020/2020-01/2020-01-22/081_기획재정부_2020년_제4차_위원회_결과.md
시청,방송통신위원회,inferred,156372422,"김창룡 상임위원, 경기 시청자미디어센터 현장방문",data/2020/2020-01/2020-01-22/090_시청_김창룡_상임위원_경기_시청자미디어센터_현장방문.md,data/2020/2020-01/2020-01-22/090_방송통신위원회_김창룡_상임위원_경기_시청자미디어센터_현장방문.md
관계부,해양수산부,inferred,156372460,(공동-참고)관계부처 합동으로 조개젓 및 원료 안전관리와 정확한 원인 규명을 추진,data/2020/2020-01/2020-01-22/102_관계부_공동_참고_관계부처_합동으로_조개젓_및_원료_안전관리와_정확한_원인_규명을_추진.md,data/2020/2020-01/2020-01-22/102_해양수산부_공동_참고_관계부처_합동으로_조개젓_및_원료_안전관리와_정확한_원인_규명을_추진.md
일부,환경부,inferred,156372578,"(참고)설 연휴 초미세먼지 농도, 전반적으로 낮은 수준 전망",data/2020/2020-01/2020-01-23/045_일부_참고_설_연휴_초미세먼지_농도_전반적으로_낮은_수준_전망.md,data/2020/2020-01/2020-01-23/045_환경부_참고_설_연휴_초미세먼지_농도_전반적으로_낮은_수준_전망.md
산업부,산업통상자원부,alias,156372586,"성윤모 산업부 장관, 설명절 맞이 민생현장 방문",data/2020/2020-01/2020-01-23/046_산업부_성윤모_산업부_장관_설명절_맞이_민생현장_방문.md,data/2020/2020-01/2020-01-23/046_산업통상자원부_성윤모_산업부_장관_설명절_맞이_민생현장_방문.md
