old_ministry,new_ministry,reason,news_item_id,title,old_path,new_path
국립공원,환경부,inferred,156516083,샛길출입 등 국립공원 불법행위 집중단속합니다,data/2022/2022-07/2022-07-12/052_국립공원_샛길출입_등_국립공원_불법행위_집중단속합니다.md,data/2022/2022-07/2022-07-12/052_환경부_샛길출입_등_국립공원_불법행위_집중단속합니다.md
위원,방송통신위원회,inferred,156516135,"김현 위원, 연평도 미디어교육 현장 방문",data/2022/2022-07/2022-07-12/063_위원_김현_위원_연평도_미디어교육_현장_방문.md,data/2022/2022-07/2022-07-12/063_방송통신위원회_김현_위원_연평도_미디어교육_현장_방문.md
정부,미분류,fallback-unclassified,156516144,"(설명자료)정부는 원전과 함께 재생에너지 보급도 지속 확대해 나갈 것이며, 국내 기업들의 RE100 참여에 차질이 없도록 관련 정책을 추진할 계획",data/2022/2022-07/2022-07-12/071_정부_설명자료_정부는_원전과_함께_재생에너지_보급도_지속_확대해_나갈_것이며_국내_기업들의_RE100_참여에_차질이_없도록_관련_정책을_추진할_계획.md,data/2022/2022-07/2022-07-12/071_미분류_설명자료_정부는_원전과_함께_재생에너지_보급도_지속_확대해_나갈_것이며_국내_기업들의_RE100_참여에_차질이_없도록_관련_정책을_추진할_계획.md
일부,국토교통부,inferred,156516277,자율차 정책의 현재·미래 논하는 소통의 장 열린다!,data/2022/2022-07/2022-07-13/035_일부_자율차_정책의_현재_미래_논하는_소통의_장_열린다.md,data/2022/2022-07/2022-07-13/035_국토교통부_자율차_정책의_현재_미래_논하는_소통의_장_열린다.md
위원,미분류,fallback-unclassified,156516272,2022년 제34차 위원회 결과,data/2022/2022-07/2022-07-13/039_위원_2022년_제34차_위원회_결과.md,data/2022/2022-07/2022-07-13/039_미분류_2022년_제34차_위원회_결과.md
산업부,산업통상자원부,alias,156516304,"산업부, 여름철 공공기관 수요관리 추진상황 점검",data/2022/2022-07/2022-07-13/053_산업부_산업부_여름철_공공기관_수요관리_추진상황_점검.md,data/2022/2022-07/2022-07-13/053_산업통상자원부_산업부_여름철_공공기관_수요관리_추진상황_점검.md
국립공원,환경부,inferred,156516326,국립공원 생태탐방원에서 자연과 함께 일해요,data/2022/2022-07/2022-07-13/063_국립공원_국립공원_생태탐방원에서_자연과_함께_일해요.md,data/2022/2022-07/2022-07-13/063_환경부_국립공원_생태탐방원에서_자연과_함께_일해요.md
정부,미분류,fallback-unclassified,156516407,"(설명자료)유류세 추가인하(30%→37%) 실시에 따라 시장판매가격도 하락 중이며, 정부는 유류세 인하분이 석유제품 유통시장에 신속히 반영되도록 일일가격 모니터링 및 시장점검을 지속해 나갈 계획(조선비즈 7.12일자 ｢유류세 인하, 주유소 99%가 미반영｣, 7.13일자 ｢유류세 8조원 주는데 기름값은 찔끔, 정부는 단속 시늉만｣ 보도에 대한 설명)",data/2022/2022-07/2022-07-13/093_정부_설명자료_유류세_추가인하_30_37_실시에_따라_시장판매가격도_하락_중이며_정부는_유류세_인하분이_석유제품_유통시장에_신속히_반영되도록_일일가격.md,data/2022/2022-07/2022-07-13/093_미분류_설명자료_유류세_추가인하_30_37_실시에_따라_시장판매가격도_하락_중이며_정부는_유류세_인하분이_석유제품_유통시장에_신속히_반영되도록_일일가격.md
정부,미분류,fallback-unclassified,156516408,"(설명자료)정부 원전정책이 안전을 무시할 것이라는 주장은 전혀 사실이 아니며, “안전확보”는 원전정책의 기본 전제이므로 정부는 무엇보다 안전성 확보를 기반으로 원전을 조화롭게 활용할 것임(7.13일자 한겨레신문「윤 정부 ‘원전 드라이브’에 안전 무시 조짐 벌써 나타나」 보도에 대한 설명)",data/2022/2022-07/2022-07-13/094_정부_설명자료_정부_원전정책이_안전을_무시할_것이라는_주장은_전혀_사실이_아니며_안전확보_는_원전정책의_기본_전제이므로_정부는_무엇보다_안전성_확보를.md,data/2022/2022-07/2022-07-13/094_미분류_설명자료_정부_원전정책이_안전을_무시할_것이라는_주장은_전혀_사실이_아니며_안전확보_는_원전정책의_기본_전제이므로_정부는_무엇보다_안전성_확보를.md
정부,미분류,fallback-unclassified,156516520,"(설명자료)정부는 폐지된 삼천포화력발전소 1, 2호기의 재가동을 고려하고 있지 않음(7.14 서울경제 「전력수급 비상에... 삼천포화력발전소 재가동 검토」 보도에 대한 설명)",data/2022/2022-07/2022-07-14/047_정부_설명자료_정부는_폐지된_삼천포화력발전소_1_2호기의_재가동을_고려하고_있지_않음_7_14_서울경제_전력수급_비상에_삼천포화력발전소_재가동_검토_.md,data/2022/2022-07/2022-07-14/047_미분류_설명자료_정부는_폐지된_삼천포화력발전소_1_2호기의_재가동을_고려하고_있지_않음_7_14_서울경제_전력수급_비상에_삼천포화력발전소_재가동_검토_.md
국립공원,환경부,inferred,156516523,본격적인 휴가철을 맞아 국립공원 물놀이 안전 강화,data/2022/2022-07/2022-07-14/055_국립공원_본격적인_휴가철을_맞아_국립공원_물놀이_안전_강화.md,data/2022/2022-07/2022-07-14/055_환경부_본격적인_휴가철을_맞아_국립공원_물놀이_안전_강화.md
지원,방송통신위원회,inferred,156516689,"방통위, 2차 중소기업 방송광고 지원대상 17곳 선정",data/2022/2022-07/2022-07-15/027_지원_방통위_2차_중소기업_방송광고_지원대상_17곳_선정.md,data/2022/2022-07/2022-07-15/027_방송통신위원회_방통위_2차_중소기업_방송광고_지원대상_17곳_선정.md
산업부,산업통상자원부,alias,156516704,"산업부 1차관, 조선업 인력수급, 친환경 선박 개발 등 조선업계 현장 목소리 청취",data/2022/2022-07/2022-07-15/036_산업부_산업부_1차관_조선업_인력수급_친환경_선박_개발_등_조선업계_현장_목소리_청취.md,data/2022/2022-07/2022-07-15/036_산업통상자원부_산업부_1차관_조선업_인력수급_친환경_선박_개발_등_조선업계_현장_목소리_청취.md
정부,산업통상자원부,inferred,156516705,연구개발 전(全)과정에 걸쳐 표준정책 연계를 강화한다,data/2022/2022-07/2022-07-15/037_정부_연구개발_전_과정에_걸쳐_표준정책_연계를_강화한다.md,data/2022/2022-07/2022-07-15/037_산업통상자원부_연구개발_전_과정에_걸쳐_표준정책_연계를_강화한다.md
정부,미분류,fallback-unclassified,156516752,"(설명자료)정부 원전정책이 원전 안전을 경시하는 것처럼 왜곡하는 주장은 잘못된 것이며, 정부는 무엇보다 안전성 확보를 최우선에 두고 원전정책을 추진할 것임",data/2022/2022-07/2022-07-15/047_정부_설명자료_정부_원전정책이_원전_안전을_경시하는_것처럼_왜곡하는_주장은_잘못된_것이며_정부는_무엇보다_안전성_확보를_최우선에_두고_원전정책을_추진.md,data/2022/2022-07/2022-07-15/047_미분류_설명자료_정부_원전정책이_원전_안전을_경시하는_것처럼_왜곡하는_주장은_잘못된_것이며_정부는_무엇보다_안전성_확보를_최우선에_두고_원전정책을_추진.md
서부,환경부,inferred,156516754,"(참고)경남 서부권 남강댐, 강우량 부족으로 긴축운영 시행",data/2022/2022-07/2022-07-15/049_서부_참고_경남_서부권_남강댐_강우량_부족으로_긴축운영_시행.md,data/2022/2022-07/2022-07-15/049_환경부_참고_경남_서부권_남강댐_강우량_부족으로_긴축운영_시행.md
사실,미분류,fallback-unclassified,156516814,(설명자료)재생에너지가 모자라 기업이 재생에너지 사용이 어렵다는 지적은 사실과 다름(7.15 MBC 「,data/2022/2022-07/2022-07-16/003_사실_설명자료_재생에너지가_모자라_기업이_재생에너지_사용이_어렵다는_지적은_사실과_다름_7_15_MBC.md,data/2022/2022-07/2022-07-16/003_미분류_설명자료_재생에너지가_모자라_기업이_재생에너지_사용이_어렵다는_지적은_사실과_다름_7_15_MBC.md
산업부,산업통상자원부,alias,156516925,"R&D 성과 높이고, 중소기업 판로 넓힌다",data/2022/2022-07/2022-07-18/046_산업부_R_D_성과_높이고_중소기업_판로_넓힌다.md,data/2022/2022-07/2022-07-18/046_산업통상자원부_R_D_성과_높이고_중소기업_판로_넓힌다.md
당부,산업통상자원부,inferred,156516927,"2차관, 신한울 1호기 시험운전 현장 점검",data/2022/2022-07/2022-07-18/048_당부_2차관_신한울_1호기_시험운전_현장_점검.md,data/2022/2022-07/2022-07-18/048_산업통상자원부_2차관_신한울_1호기_시험운전_현장_점검.md
산업부,산업통상자원부,alias,156516973,제조 산업부문의 미세먼지 저감지원 대폭 강화된다,data/2022/2022-07/2022-07-18/063_산업부_제조_산업부문의_미세먼지_저감지원_대폭_강화된다.md,data/2022/2022-07/2022-07-18/063_산업통상자원부_제조_산업부문의_미세먼지_저감지원_대폭_강화된다.md
정부,환경부,inferred,156517033,"새 정부 업무보고…더 나은 대한민국, 환경이 동행합니다",data/2022/2022-07/2022-07-18/082_정부_새_정부_업무보고_더_나은_대한민국_환경이_동행합니다.md,data/2022/2022-07/2022-07-18/082_환경부_새_정부_업무보고_더_나은_대한민국_환경이_동행합니다.md
위원,여성가족부,inferred,156517268,다문화가족이 직접 만드는 다문화가족 정책,data/2022/2022-07/2022-07-18/091_위원_다문화가족이_직접_만드는_다문화가족_정책.md,data/2022/2022-07/2022-07-18/091_여성가족부_다문화가족이_직접_만드는_다문화가족_정책.md
고부,환경부,inferred,156517122,바이오플라스틱 소재 만드는 미생물 분리 성공,data/2022/2022-07/2022-07-19/048_고부_바이오플라스틱_소재_만드는_미생물_분리_성공.md,data/2022/2022-07/2022-07-19/048_환경부_바이오플라스틱_소재_만드는_미생물_분리_성공.md
정부,원자력안전위원회,inferred,156517206,"(설명자료)극단적 상황 가정이나 사실과 다른 내용으로 위험을 과장하고 국민적 오해를 야기하는 것은 바람직하지 않으며, 정부는 안전성을 최우선으로 원전 정책을 추진해 나가겠음",data/2022/2022-07/2022-07-19/070_정부_설명자료_극단적_상황_가정이나_사실과_다른_내용으로_위험을_과장하고_국민적_오해를_야기하는_것은_바람직하지_않으며_정부는_안전성을_최우선으로_원.md,data/2022/2022-07/2022-07-19/070_원자력안전위원회_설명자료_극단적_상황_가정이나_사실과_다른_내용으로_위험을_과장하고_국민적_오해를_야기하는_것은_바람직하지_않으며_정부는_안전성을_최우선으로_원.md
정부,미분류,fallback-unclassified,156517219,"(설명자료)정부는 어려움에 처한 원전산업 생태계의 조속한 복원을 위해 최대한 빠르게 일감을 공급하고, 생태계의 경쟁력 강화를 위한 투자도 강력하게 추진할 것임(7.19일자 동아일보 ｢‘탈원전 5년’ 일감 끊긴 中企 “신한울 공사때까지 어떻게 버티나”｣ 보도에 대한 설명)",data/2022/2022-07/2022-07-19/073_정부_설명자료_정부는_어려움에_처한_원전산업_생태계의_조속한_복원을_위해_최대한_빠르게_일감을_공급하고_생태계의_경쟁력_강화를_위한_투자도_강력하게_.md,data/2022/2022-07/2022-07-19/073_미분류_설명자료_정부는_어려움에_처한_원전산업_생태계의_조속한_복원을_위해_최대한_빠르게_일감을_공급하고_생태계의_경쟁력_강화를_위한_투자도_강력하게_.md
지원,환경부,inferred,156517221,(설명)한국형 녹색분류체계는 녹색경제활동을 정의하는 지침서로 국내에서 녹색자금 조달 시 활용됨[서울신문 2022.7.19일자 기사에 대한 설명],data/2022/2022-07/2022-07-19/077_지원_설명_한국형_녹색분류체계는_녹색경제활동을_정의하는_지침서로_국내에서_녹색자금_조달_시_활용됨_서울신문_2022_7_19일자_기사에_대한_설명.md,data/2022/2022-07/2022-07-19/077_환경부_설명_한국형_녹색분류체계는_녹색경제활동을_정의하는_지침서로_국내에서_녹색자금_조달_시_활용됨_서울신문_2022_7_19일자_기사에_대한_설명.md
과기정통부,과학기술정보통신부,alias,156517225,"(설명자료) 석박사급 반도체 고급인력양성사업의 예산 조정은 정상적인 예타 절차를 통해 이루어짐(7.19일자 한국일보 반도체인력 양성한다더니, 고급 인력 육성 예산 36% 줄었다’｣ 보도에 대한 설명)",data/2022/2022-07/2022-07-19/078_과기정통부_설명자료_석박사급_반도체_고급인력양성사업의_예산_조정은_정상적인_예타_절차를_통해_이루어짐_7_19일자_한국일보_반도체인력_양성한다더니_고급_인.md,data/2022/2022-07/2022-07-19/078_과학기술정보통신부_설명자료_석박사급_반도체_고급인력양성사업의_예산_조정은_정상적인_예타_절차를_통해_이루어짐_7_19일자_한국일보_반도체인력_양성한다더니_고급_인.md
산업부,산업통상자원부,alias,156517308,"산업부, 민간의 수소 투자 본격화 대비 제도적 뒷받침 약속",data/2022/2022-07/2022-07-20/039_산업부_산업부_민간의_수소_투자_본격화_대비_제도적_뒷받침_약속.md,data/2022/2022-07/2022-07-20/039_산업통상자원부_산업부_민간의_수소_투자_본격화_대비_제도적_뒷받침_약속.md
산업부,산업통상자원부,alias,156517309,"산업부, 통상조약국내대책위원회 「활용촉진 분과회의」 개최",data/2022/2022-07/2022-07-20/040_산업부_산업부_통상조약국내대책위원회_활용촉진_분과회의_개최.md,data/2022/2022-07/2022-07-20/040_산업통상자원부_산업부_통상조약국내대책위원회_활용촉진_분과회의_개최.md
산업부,산업통상자원부,alias,156517323,"산업부, 「제8차 신통상 라운드 테이블」개최",data/2022/2022-07/2022-07-20/044_산업부_산업부_제8차_신통상_라운드_테이블_개최.md,data/2022/2022-07/2022-07-20/044_산업통상자원부_산업부_제8차_신통상_라운드_테이블_개최.md
범정부,산업통상자원부,inferred,156517325,공장 신·증설 관련 모래주머니 규제 제거 추진,data/2022/2022-07/2022-07-20/046_범정부_공장_신_증설_관련_모래주머니_규제_제거_추진.md,data/2022/2022-07/2022-07-20/046_산업통상자원부_공장_신_증설_관련_모래주머니_규제_제거_추진.md
세부,산업통상자원부,inferred,156517332,고준위 방사성폐기물 R&D 로드맵 나왔다,data/2022/2022-07/2022-07-20/055_세부_고준위_방사성폐기물_R_D_로드맵_나왔다.md,data/2022/2022-07/2022-07-20/055_산업통상자원부_고준위_방사성폐기물_R_D_로드맵_나왔다.md
강원,산업통상자원부,inferred,156517333,"“2022년도 찾아가는 지역(강원권, 의료기기 분야) 바이오 카라반 개최”",data/2022/2022-07/2022-07-20/056_강원_2022년도_찾아가는_지역_강원권_의료기기_분야_바이오_카라반_개최.md,data/2022/2022-07/2022-07-20/056_산업통상자원부_2022년도_찾아가는_지역_강원권_의료기기_분야_바이오_카라반_개최.md
국표원,국가기술표준원,alias,156517334,중소·중견기업 혁신기술을 국제표준으로 만든다,data/2022/2022-07/2022-07-20/057_국표원_중소_중견기업_혁신기술을_국제표준으로_만든다.md,data/2022/2022-07/2022-07-20/057_국가기술표준원_중소_중견기업_혁신기술을_국제표준으로_만든다.md
산업부,산업통상자원부,alias,156517335,"에너지 위기시대, 산업부와 서울시, 민간이 함께 만드는 ‘에너지효율 선진강국 대한민국, 스마트 에너지도시 서울’",data/2022/2022-07/2022-07-20/058_산업부_에너지_위기시대_산업부와_서울시_민간이_함께_만드는_에너지효율_선진강국_대한민국_스마트_에너지도시_서울.md,data/2022/2022-07/2022-07-20/058_산업통상자원부_에너지_위기시대_산업부와_서울시_민간이_함께_만드는_에너지효율_선진강국_대한민국_스마트_에너지도시_서울.md
지원,산업통상자원부,inferred,156517401,(참고자료)지역아동센터·다함께돌봄센터 냉·난방비 긴급 지원,data/2022/2022-07/2022-07-20/086_지원_참고자료_지역아동센터_다함께돌봄센터_냉_난방비_긴급_지원.md,data/2022/2022-07/2022-07-20/086_산업통상자원부_참고자료_지역아동센터_다함께돌봄센터_냉_난방비_긴급_지원.md
정부,미분류,fallback-unclassified,156517421,(설명자료)정부의 신재생 및 원전정책이 지역의 동의가 필요 없는 일방통행이라는 주장은 근거가 없으며 사실과도 전혀 다름,data/2022/2022-07/2022-07-20/097_정부_설명자료_정부의_신재생_및_원전정책이_지역의_동의가_필요_없는_일방통행이라는_주장은_근거가_없으며_사실과도_전혀_다름.md,data/2022/2022-07/2022-07-20/097_미분류_설명자료_정부의_신재생_및_원전정책이_지역의_동의가_필요_없는_일방통행이라는_주장은_근거가_없으며_사실과도_전혀_다름.md
지원,여성가족부,inferred,156517599,민생안정을 위한 청소년 생활 지원금 확대,data/2022/2022-07/2022-07-20/115_지원_민생안정을_위한_청소년_생활_지원금_확대.md,data/2022/2022-07/2022-07-20/115_여성가족부_민생안정을_위한_청소년_생활_지원금_확대.md
일부,미분류,fallback-unclassified,156517509,(설명자료)산업집적법 시행령 개정안 등이 수도권 공장규제 완화는 아님,data/2022/2022-07/2022-07-21/039_일부_설명자료_산업집적법_시행령_개정안_등이_수도권_공장규제_완화는_아님.md,data/2022/2022-07/2022-07-21/039_미분류_설명자료_산업집적법_시행령_개정안_등이_수도권_공장규제_완화는_아님.md
지원,환경부,inferred,156517529,(설명)공공기관 기후위기 적응대책 수립 지원을 강화하겠음[매일경제 2022.7.21.자 기사에 대한 설명],data/2022/2022-07/2022-07-21/043_지원_설명_공공기관_기후위기_적응대책_수립_지원을_강화하겠음_매일경제_2022_7_21_자_기사에_대한_설명.md,data/2022/2022-07/2022-07-21/043_환경부_설명_공공기관_기후위기_적응대책_수립_지원을_강화하겠음_매일경제_2022_7_21_자_기사에_대한_설명.md
요청,미분류,fallback-unclassified,156517538,"(설명자료)에너지 안보 강화, 기후변화 대응 등을 위해 합리적이고 실현 가능한 에너지믹스를 정립해 나갈 예정(이데일리, 7.20)",data/2022/2022-07/2022-07-21/061_요청_설명자료_에너지_안보_강화_기후변화_대응_등을_위해_합리적이고_실현_가능한_에너지믹스를_정립해_나갈_예정_이데일리_7_20.md,data/2022/2022-07/2022-07-21/061_미분류_설명자료_에너지_안보_강화_기후변화_대응_등을_위해_합리적이고_실현_가능한_에너지믹스를_정립해_나갈_예정_이데일리_7_20.md
정부,환경부,inferred,156517567,"해양 국가보호종 나팔고둥, 정부 합동 보호대책 시행",data/2022/2022-07/2022-07-21/069_정부_해양_국가보호종_나팔고둥_정부_합동_보호대책_시행.md,data/2022/2022-07/2022-07-21/069_환경부_해양_국가보호종_나팔고둥_정부_합동_보호대책_시행.md
산업부,산업통상자원부,alias,156517578,"산업부, 관계부처 합동 반도체 초강대국 달성전략 발표",data/2022/2022-07/2022-07-21/073_산업부_산업부_관계부처_합동_반도체_초강대국_달성전략_발표.md,data/2022/2022-07/2022-07-21/073_산업통상자원부_산업부_관계부처_합동_반도체_초강대국_달성전략_발표.md
산업부,산업통상자원부,alias,156517579,"산업부, 중견기업 디지털 전환 가속화 지원",data/2022/2022-07/2022-07-21/074_산업부_산업부_중견기업_디지털_전환_가속화_지원.md,data/2022/2022-07/2022-07-21/074_산업통상자원부_산업부_중견기업_디지털_전환_가속화_지원.md
산업부,산업통상자원부,alias,156517581,"산업부, 한국형 녹색분류체계(K-Taxonomy) 원자력 포함 관련 원전산업계 의견 청취",data/2022/2022-07/2022-07-21/076_산업부_산업부_한국형_녹색분류체계_K_Taxonomy_원자력_포함_관련_원전산업계_의견_청취.md,data/2022/2022-07/2022-07-21/076_산업통상자원부_산업부_한국형_녹색분류체계_K_Taxonomy_원자력_포함_관련_원전산업계_의견_청취.md
정부,산업통상자원부,inferred,156517582,효율적인 에너지 소비를 위한 정부-산업계 협력 강화,data/2022/2022-07/2022-07-21/077_정부_효율적인_에너지_소비를_위한_정부_산업계_협력_강화.md,data/2022/2022-07/2022-07-21/077_산업통상자원부_효율적인_에너지_소비를_위한_정부_산업계_협력_강화.md
내년부,환경부,inferred,156517627,국내 첫 재생에너지 소수력 발전 이용해 친환경 수소 만든다,data/2022/2022-07/2022-07-21/095_내년부_국내_첫_재생에너지_소수력_발전_이용해_친환경_수소_만든다.md,data/2022/2022-07/2022-07-21/095_환경부_국내_첫_재생에너지_소수력_발전_이용해_친환경_수소_만든다.md
산업부,산업통상자원부,alias,156517633,"산업부, 차세대 바이오산업 선도할 인재양성 5개 대학 선정",data/2022/2022-07/2022-07-21/097_산업부_산업부_차세대_바이오산업_선도할_인재양성_5개_대학_선정.md,data/2022/2022-07/2022-07-21/097_산업통상자원부_산업부_차세대_바이오산업_선도할_인재양성_5개_대학_선정.md
정부,산업통상자원부,inferred,156517634,(설명자료) 정부가 졸속으로 수립한 계획에 근거하여 원전지역을 핵폐기장화하고 있다는 주장은 사실과 전혀 다름,data/2022/2022-07/2022-07-21/098_정부_설명자료_정부가_졸속으로_수립한_계획에_근거하여_원전지역을_핵폐기장화하고_있다는_주장은_사실과_전혀_다름.md,data/2022/2022-07/2022-07-21/098_산업통상자원부_설명자료_정부가_졸속으로_수립한_계획에_근거하여_원전지역을_핵폐기장화하고_있다는_주장은_사실과_전혀_다름.md
산업부,산업통상자원부,alias,156517724,"산업부 장관, 對中 수출 활력 제고를 위해 서울 디지털 산업단지 현장 방문",data/2022/2022-07/2022-07-22/028_산업부_산업부_장관_수출_활력_제고를_위해_서울_디지털_산업단지_현장_방문.md,data/2022/2022-07/2022-07-22/028_산업통상자원부_산업부_장관_수출_활력_제고를_위해_서울_디지털_산업단지_현장_방문.md
정부,미분류,fallback-unclassified,156517735,(설명자료)새 정부의 원전 중심의 정책으로 “재생에너지 확대에 따른 일자리 창출 등 경제적 편익을 가로막을 거란 주장”은 사실과 다름(7.20일자 KBS ｢“신재생에너지 확대로 일자리 200만개 창출” … “원전 확대 정책이 걸림돌”」보도에 대한 설명),data/2022/2022-07/2022-07-22/038_정부_설명자료_새_정부의_원전_중심의_정책으로_재생에너지_확대에_따른_일자리_창출_등_경제적_편익을_가로막을_거란_주장_은_사실과_다름_7_20일자_.md,data/2022/2022-07/2022-07-22/038_미분류_설명자료_새_정부의_원전_중심의_정책으로_재생에너지_확대에_따른_일자리_창출_등_경제적_편익을_가로막을_거란_주장_은_사실과_다름_7_20일자_.md
정부,국무조정실,inferred,156517815,"(공동-참고)정부, 日 원자력규제委의 후쿠시마 원전 오염수 해양방출 시설 설치계획안 인가 대응 긴급 관계차관회의 개최",data/2022/2022-07/2022-07-22/060_정부_공동_참고_정부_원자력규제_의_후쿠시마_원전_오염수_해양방출_시설_설치계획안_인가_대응_긴급_관계차관회의_개최.md,data/2022/2022-07/2022-07-22/060_국무조정실_공동_참고_정부_원자력규제_의_후쿠시마_원전_오염수_해양방출_시설_설치계획안_인가_대응_긴급_관계차관회의_개최.md
온실,환경부,inferred,156517877,국제 온실가스 전문가 교육과정 3년 만에 대면 개최,data/2022/2022-07/2022-07-24/013_온실_국제_온실가스_전문가_교육과정_3년_만에_대면_개최.md,data/2022/2022-07/2022-07-24/013_환경부_국제_온실가스_전문가_교육과정_3년_만에_대면_개최.md
지원,여성가족부,inferred,156518103,믹타(MIKTA) 5개국과 여성기업인 및 여아 교육 지원방안 논의,data/2022/2022-07/2022-07-24/028_지원_믹타_MIKTA_5개국과_여성기업인_및_여아_교육_지원방안_논의.md,data/2022/2022-07/2022-07-24/028_여성가족부_믹타_MIKTA_5개국과_여성기업인_및_여아_교육_지원방안_논의.md
정부,여성가족부,inferred,156518063,누구 하나 소외되지 않는 따뜻한 동행,data/2022/2022-07/2022-07-24/029_정부_누구_하나_소외되지_않는_따뜻한_동행.md,data/2022/2022-07/2022-07-24/029_여성가족부_누구_하나_소외되지_않는_따뜻한_동행.md
산업부,산업통상자원부,alias,156517944,다가올 무더위에도 안정적인 전력수급 관리에 만전,data/2022/2022-07/2022-07-25/036_산업부_다가올_무더위에도_안정적인_전력수급_관리에_만전.md,data/2022/2022-07/2022-07-25/036_산업통상자원부_다가올_무더위에도_안정적인_전력수급_관리에_만전.md
정부,미분류,fallback-unclassified,156517959,"(설명자료)K 택소노미 원전 포함조건이 EU 택소노미와 다르면 ‘그린워싱’(무늬만 친환경)이고 정부가 EU처럼 구체적인 계획과 기후위기 관련한 큰 그림이 없다는 주장은 사실과 다름(7.23일 한겨레「K-택소노미, 무늬만 친환경?」보도에 대한 설명)",data/2022/2022-07/2022-07-25/041_정부_설명자료_K_택소노미_원전_포함조건이_EU_택소노미와_다르면_그린워싱_무늬만_친환경_이고_정부가_EU처럼_구체적인_계획과_기후위기_관련한_큰_그.md,data/2022/2022-07/2022-07-25/041_미분류_설명자료_K_택소노미_원전_포함조건이_EU_택소노미와_다르면_그린워싱_무늬만_친환경_이고_정부가_EU처럼_구체적인_계획과_기후위기_관련한_큰_그.md
정부,산업통상자원부,inferred,156517966,"삼성전자, 세계 최초 3나노 반도체 양산 출하 성공",data/2022/2022-07/2022-07-25/047_정부_삼성전자_세계_최초_3나노_반도체_양산_출하_성공.md,data/2022/2022-07/2022-07-25/047_산업통상자원부_삼성전자_세계_최초_3나노_반도체_양산_출하_성공.md
한부,여성가족부,inferred,156518229,긴급복지 생계지원 대상 한부모에게 아동양육비 지원,data/2022/2022-07/2022-07-25/088_한부_긴급복지_생계지원_대상_한부모에게_아동양육비_지원.md,data/2022/2022-07/2022-07-25/088_여성가족부_긴급복지_생계지원_대상_한부모에게_아동양육비_지원.md
지원,여성가족부,inferred,156518304,"김현숙 장관, 조손가족과 만나 격려의 시간 가져",data/2022/2022-07/2022-07-25/089_지원_김현숙_장관_조손가족과_만나_격려의_시간_가져.md,data/2022/2022-07/2022-07-25/089_여성가족부_김현숙_장관_조손가족과_만나_격려의_시간_가져.md
당부,미분류,fallback-unclassified,156518127,(설명자료)반도체 초강대국 달성전략」에 충남에서 제안한 사업이 포함되었다는 것은 사실이 아님(7.25일자 뉴시스 「김태흠 “차량용 반도체 기술개발사업 충남 유치에 총력 당부」 보도에 대한 설명),data/2022/2022-07/2022-07-26/022_당부_설명자료_반도체_초강대국_달성전략_에_충남에서_제안한_사업이_포함되었다는_것은_사실이_아님_7_25일자_뉴시스_김태흠_차량용_반도체_기술개발사업.md,data/2022/2022-07/2022-07-26/022_미분류_설명자료_반도체_초강대국_달성전략_에_충남에서_제안한_사업이_포함되었다는_것은_사실이_아님_7_25일자_뉴시스_김태흠_차량용_반도체_기술개발사업.md
정부,미분류,fallback-unclassified,156518128,"(설명자료)유류세 추가인하(30%→37%) 이후 시장판매가격은 지속 하락 중이며, 정부는 유가 안정을 통한 민생경제 부담 완화 노력을 지속해 나갈 것(7.25일 조선비즈 ｢유류세 추가 인하 3주가 지났는데 주유소 75%는 덜 내려｣ 보도에 대한 설명)",data/2022/2022-07/2022-07-26/025_정부_설명자료_유류세_추가인하_30_37_이후_시장판매가격은_지속_하락_중이며_정부는_유가_안정을_통한_민생경제_부담_완화_노력을_지속해_나갈_것_7.md,data/2022/2022-07/2022-07-26/025_미분류_설명자료_유류세_추가인하_30_37_이후_시장판매가격은_지속_하락_중이며_정부는_유가_안정을_통한_민생경제_부담_완화_노력을_지속해_나갈_것_7.md
정부,산업통상자원부,inferred,156518129,"(설명자료)정부는 원전 일감 조기 공급에 더해, R&D 등 기술력 강화와 인재 양성을 위한 지원에 역량을 집중하고 있으며, 지원효과가 생태계 전반으로 확산되도록 추진해 나가겠음(7.25일자 동아일보「탈원전 후폭풍 ‘원전 R&D’ 올스톱」 보도에 대한 설명)",data/2022/2022-07/2022-07-26/026_정부_설명자료_정부는_원전_일감_조기_공급에_더해_R_D_등_기술력_강화와_인재_양성을_위한_지원에_역량을_집중하고_있으며_지원효과가_생태계_전반으로.md,data/2022/2022-07/2022-07-26/026_산업통상자원부_설명자료_정부는_원전_일감_조기_공급에_더해_R_D_등_기술력_강화와_인재_양성을_위한_지원에_역량을_집중하고_있으며_지원효과가_생태계_전반으로.md
세부,미분류,fallback-unclassified,156518130,"(설명자료)지방시대위원회의 설치에 대해서는 현재 검토 중에 있으며, 세부내용은 확정된 바 없음(7.25일 내일신문 ｢‘지방시대위원회’ 9월 출범」, ｢균형발전 컨트롤타워 ‘지방시대위원회’ 출범」 보도에 대한 설명)",data/2022/2022-07/2022-07-26/031_세부_설명자료_지방시대위원회의_설치에_대해서는_현재_검토_중에_있으며_세부내용은_확정된_바_없음_7_25일_내일신문_지방시대위원회_9월_출범_균형발전.md,data/2022/2022-07/2022-07-26/031_미분류_설명자료_지방시대위원회의_설치에_대해서는_현재_검토_중에_있으며_세부내용은_확정된_바_없음_7_25일_내일신문_지방시대위원회_9월_출범_균형발전.md
