reason,new_ministry,news_item_id,title,old_path,new_path
ict-export,과학기술정보통신부,156421100,"정보통신기술(ICT) 수출, 전년 동월대비 5개월 연속 증가",data/2020/2020-11/2020-11-16/064_미분류_정보통신기술_ICT_수출_전년_동월대비_5개월_연속_증가.md,data/2020/2020-11/2020-11-16/064_과학기술정보통신부_정보통신기술_ICT_수출_전년_동월대비_5개월_연속_증가.md
industrial-policy,산업통상자원부,156421101,2020년 10월 자동차산업 월간 동향,data/2020/2020-11/2020-11-16/065_미분류_2020년_10월_자동차산업_월간_동향.md,data/2020/2020-11/2020-11-16/065_산업통상자원부_2020년_10월_자동차산업_월간_동향.md
kcc-committee-result,방송통신위원회,156423806,2020년 제64차 위원회 결과,data/2020/2020-11/2020-11-27/089_미분류_2020년_제64차_위원회_결과.md,data/2020/2020-11/2020-11-27/089_방송통신위원회_2020년_제64차_위원회_결과.md
industrial-policy,산업통상자원부,156424243,(참고자료)WTO 한-일 스테인리스스틸바 반덤핑 분쟁 패널 보고서 회람,data/2020/2020-12/2020-12-01/014_미분류_참고자료_WTO_한_일_스테인리스스틸바_반덤핑_분쟁_패널_보고서_회람.md,data/2020/2020-12/2020-12-01/014_산업통상자원부_참고자료_WTO_한_일_스테인리스스틸바_반덤핑_분쟁_패널_보고서_회람.md
industrial-policy,산업통상자원부,156426700,2020년 11월 자동차산업 월간 동향,data/2020/2020-12/2020-12-14/063_미분류_2020년_11월_자동차산업_월간_동향.md,data/2020/2020-12/2020-12-14/063_산업통상자원부_2020년_11월_자동차산업_월간_동향.md
ict-export,과학기술정보통신부,156426938,"정보통신기술(ICT) 수출 전년 동월대비 6개월 연속 증가하며, 한국경제 회복 이끌어",data/2020/2020-12/2020-12-15/045_미분류_정보통신기술_ICT_수출_전년_동월대비_6개월_연속_증가하며_한국경제_회복_이끌어.md,data/2020/2020-12/2020-12-15/045_과학기술정보통신부_정보통신기술_ICT_수출_전년_동월대비_6개월_연속_증가하며_한국경제_회복_이끌어.md
kcc-committee-result,방송통신위원회,156431815,2021년 제3차 위원회 결과,data/2021/2021-01/2021-01-13/063_미분류_2021년_제3차_위원회_결과.md,data/2021/2021-01/2021-01-13/063_방송통신위원회_2021년_제3차_위원회_결과.md
industrial-policy,산업통상자원부,156431940,2020년 12월 및 연간 자동차산업 동향,data/2021/2021-01/2021-01-14/042_미분류_2020년_12월_및_연간_자동차산업_동향.md,data/2021/2021-01/2021-01-14/042_산업통상자원부_2020년_12월_및_연간_자동차산업_동향.md
ict-export,과학기술정보통신부,156432382,2020년 정보통신기술(ICT) 수출 역대 3위 실적 달성,data/2021/2021-01/2021-01-18/048_미분류_2020년_정보통신기술_ICT_수출_역대_3위_실적_달성.md,data/2021/2021-01/2021-01-18/048_과학기술정보통신부_2020년_정보통신기술_ICT_수출_역대_3위_실적_달성.md
ict-export,과학기술정보통신부,156436248,"정보통신기술(ICT) 수출, 역대 2번째 높은 1월 수출액 달성",data/2021/2021-02/2021-02-10/043_미분류_정보통신기술_ICT_수출_역대_2번째_높은_1월_수출액_달성.md,data/2021/2021-02/2021-02-10/043_과학기술정보통신부_정보통신기술_ICT_수출_역대_2번째_높은_1월_수출액_달성.md
kcc-committee-result,방송통신위원회,156439611,2021년 제7차 위원회 결과,data/2021/2021-02/2021-02-23/104_미분류_2021년_제7차_위원회_결과.md,data/2021/2021-02/2021-02-23/104_방송통신위원회_2021년_제7차_위원회_결과.md
